neg-F3	neg-F4	neg-M1	neg-M2	pos-F3	pos-F4	pos-M1	pos-M2
ENSMUSG00000082077	0	0	0	0	0	0	0	0
ENSMUSG00000082078	7	3	0	1	1	1	0	0
ENSMUSG00000082079	1	1	0	0	0	0	1	0
ENSMUSG00000082080	1	1	0	2	3	1	1	0
ENSMUSG00000082081	0	0	0	0	0	0	0	0
ENSMUSG00000082082	1	1	1	0	2	3	1	2
ENSMUSG00000082083	0	0	0	0	0	0	0	0
ENSMUSG00000082084	0	0	0	0	0	0	0	0
ENSMUSG00000082085	0	0	0	0	0	0	0	0
ENSMUSG00000082087	11	11	0	8	2	3	15	7
ENSMUSG00000082088	24	38	56	45	22	25	21	14
ENSMUSG00000082089	0	0	0	0	0	0	0	0
ENSMUSG00000082090	2	1	0	2	1	0	0	4
ENSMUSG00000082091	0	0	0	0	0	0	0	0
ENSMUSG00000082092	0	0	0	0	0	0	0	0
ENSMUSG00000082093	0	0	0	0	0	0	0	1
ENSMUSG00000082095	0	0	0	3	2	0	0	0
ENSMUSG00000082096	1	0	0	0	0	0	0	0
ENSMUSG00000082097	0	1	0	0	0	0	0	0
ENSMUSG00000082098	0	0	0	0	0	0	0	0
ENSMUSG00000082099	0	0	0	0	0	0	0	0
ENSMUSG00000082100	2	0	7	5	0	3	3	3
ENSMUSG00000082101	1	0	0	1	1	0	1	0
ENSMUSG00000082102	0	0	0	0	0	0	0	0
ENSMUSG00000082103	0	0	0	0	0	0	0	0
ENSMUSG00000082104	0	0	0	0	0	0	0	0
ENSMUSG00000082106	0	2	0	0	0	2	0	0
ENSMUSG00000082107	2	0	0	0	0	0	0	1
ENSMUSG00000082108	6	7	0	1	1	0	0	0
ENSMUSG00000082109	4	8	4	4	3	3	1	1
ENSMUSG00000082110	23	70	48	6	33	27	87	36
ENSMUSG00000082111	0	0	0	0	0	0	0	0
ENSMUSG00000082112	11	9	6	15	16	17	12	20
ENSMUSG00000082113	2	0	0	3	0	0	0	0
ENSMUSG00000082114	0	1	0	0	0	0	0	0
ENSMUSG00000082115	0	0	0	0	0	0	0	0
ENSMUSG00000082116	0	0	0	0	0	0	0	1
ENSMUSG00000082117	5	8	7	12	8	14	5	7
ENSMUSG00000082118	4	5	0	1	2	0	0	1
ENSMUSG00000082119	0	0	0	0	0	0	0	0
ENSMUSG00000082120	1	7	3	10	2	3	0	2
ENSMUSG00000082121	0	0	0	0	0	0	0	0
ENSMUSG00000082122	0	0	0	0	0	0	1	0
ENSMUSG00000082123	0	0	0	0	1	0	0	0
ENSMUSG00000082125	0	0	0	0	0	0	2	0
ENSMUSG00000082126	0	0	0	0	0	0	0	0
ENSMUSG00000082127	0	0	5	0	0	0	0	0
ENSMUSG00000082128	7	4	0	5	2	3	2	5
ENSMUSG00000082129	0	7	3	6	2	2	0	2
ENSMUSG00000082130	2	1	0	1	1	2	0	1
ENSMUSG00000082132	0	1	0	0	0	0	0	0
ENSMUSG00000082134	0	0	0	0	0	0	0	0
ENSMUSG00000082135	0	0	0	1	0	0	0	0
ENSMUSG00000082136	0	2	1	0	2	5	0	1
ENSMUSG00000082138	0	0	0	0	0	0	0	0
ENSMUSG00000082139	4	1	0	1	0	0	0	0
ENSMUSG00000082140	1	6	2	5	5	5	1	0
ENSMUSG00000082141	0	0	0	0	0	0	0	0
ENSMUSG00000082142	0	1	0	0	0	0	0	0
ENSMUSG00000082143	0	0	0	1	0	0	0	0
ENSMUSG00000082144	0	2	4	2	0	3	0	1
ENSMUSG00000082145	0	2	0	5	0	0	0	1
ENSMUSG00000082146	0	0	0	0	0	0	0	0
ENSMUSG00000082147	0	0	0	0	0	0	0	0
ENSMUSG00000082148	11	0	2	3	2	3	2	0
ENSMUSG00000082149	3	7	1	9	8	5	1	5
ENSMUSG00000082151	2	4	0	0	0	0	2	0
ENSMUSG00000082152	0	0	0	0	0	0	0	0
ENSMUSG00000082154	28	4	8	12	18	35	11	30
ENSMUSG00000082155	0	0	0	0	0	0	0	0
ENSMUSG00000082156	1	1	1	2	5	5	1	3
ENSMUSG00000082157	0	0	2	0	0	0	0	0
ENSMUSG00000082158	0	0	0	0	0	0	0	0
ENSMUSG00000082159	1	0	0	0	0	0	1	0
ENSMUSG00000082160	16	15	4	0	16	7	9	7
ENSMUSG00000082161	2	8	10	7	7	2	7	0
ENSMUSG00000082162	0	0	0	0	0	0	0	0
ENSMUSG00000082163	5	0	0	2	2	14	2	7
ENSMUSG00000082164	0	0	0	2	0	0	1	0
ENSMUSG00000082165	0	2	0	0	0	1	0	0
ENSMUSG00000082167	0	0	0	0	0	0	0	0
ENSMUSG00000082168	0	0	0	0	0	0	0	0
ENSMUSG00000082169	5	4	2	2	1	3	3	0
ENSMUSG00000082170	0	0	0	0	0	0	0	0
ENSMUSG00000082171	6	21	1	15	4	15	13	9
ENSMUSG00000082172	0	0	0	0	0	0	0	0
ENSMUSG00000082173	0	0	1	0	0	0	0	0
ENSMUSG00000082174	0	0	0	0	0	0	0	0
ENSMUSG00000082175	1	1	0	0	0	0	1	0
ENSMUSG00000082176	0	0	0	2	0	0	0	0
ENSMUSG00000082177	2	0	0	0	0	0	0	0
ENSMUSG00000082178	0	0	0	0	0	0	1	0
ENSMUSG00000082179	0	0	1	1	3	1	3	3
ENSMUSG00000082180	1	2	0	0	1	0	0	0
ENSMUSG00000082181	0	0	0	0	0	0	0	0
ENSMUSG00000082183	0	0	0	0	0	0	0	0
ENSMUSG00000082185	6	5	2	5	11	2	5	2
ENSMUSG00000082186	14	4	9	7	9	3	4	5
ENSMUSG00000082187	0	0	0	0	0	0	0	0
ENSMUSG00000082188	0	0	0	0	0	0	0	0
ENSMUSG00000082189	0	0	1	1	0	0	0	0
ENSMUSG00000082190	2	2	0	3	5	2	0	0
ENSMUSG00000082191	0	0	0	0	0	0	0	0
ENSMUSG00000082192	201	323	191	195	118	184	124	128
ENSMUSG00000082193	2	0	0	0	0	0	4	0
ENSMUSG00000082194	2	0	0	0	0	0	3	1
ENSMUSG00000082195	14	5	7	0	0	3	0	0
ENSMUSG00000082196	0	1	0	0	2	0	0	0
ENSMUSG00000082197	0	0	0	0	0	0	0	2
ENSMUSG00000082198	5	4	5	6	2	4	4	5
ENSMUSG00000082199	1	0	0	0	0	0	0	0
ENSMUSG00000082200	0	0	0	0	0	0	0	0
ENSMUSG00000082202	0	0	0	0	0	1	0	0
ENSMUSG00000082203	0	1	0	0	1	0	0	0
ENSMUSG00000082204	0	0	0	0	0	1	0	0
ENSMUSG00000082205	0	0	0	0	0	0	0	0
ENSMUSG00000082207	0	0	0	0	1	5	0	0
ENSMUSG00000082208	5	0	0	2	6	12	0	3
ENSMUSG00000082209	3535	2863	4073	4376	3072	7569	5274	3418
ENSMUSG00000082210	0	0	0	0	0	0	0	0
ENSMUSG00000082211	0	0	0	0	0	0	0	0
ENSMUSG00000082212	0	1	0	0	0	0	0	0
ENSMUSG00000082213	0	1	0	1	0	1	0	0
ENSMUSG00000082214	10	0	0	1	5	8	4	2
ENSMUSG00000082215	0	0	0	0	0	0	0	0
ENSMUSG00000082216	0	0	0	0	0	0	0	0
ENSMUSG00000082217	0	0	0	1	0	0	0	0
ENSMUSG00000082218	0	2	1	0	0	2	0	1
ENSMUSG00000082220	2	1	0	1	1	0	0	0
ENSMUSG00000082222	0	0	0	0	0	0	0	0
ENSMUSG00000082223	0	0	1	2	0	0	0	0
ENSMUSG00000082225	0	0	0	0	0	0	0	0
ENSMUSG00000082226	9	0	3	10	7	18	23	4
ENSMUSG00000082227	0	0	0	0	0	0	0	0
ENSMUSG00000082228	1	0	0	0	0	0	0	0
ENSMUSG00000082229	1264	503	570	926	1023	1244	909	784
ENSMUSG00000082233	0	0	0	0	2	0	0	0
ENSMUSG00000082234	0	0	0	0	0	0	0	0
ENSMUSG00000082235	0	0	0	0	0	0	0	0
ENSMUSG00000082236	0	1	0	0	0	1	0	0
ENSMUSG00000082237	0	0	0	0	0	0	0	0
ENSMUSG00000082238	0	0	0	0	0	0	0	0
ENSMUSG00000082239	0	0	0	0	0	0	1	0
ENSMUSG00000082240	0	0	0	0	0	0	0	0
ENSMUSG00000082241	8	6	8	0	3	0	3	2
ENSMUSG00000082242	0	0	0	0	0	0	0	0
ENSMUSG00000082243	0	0	0	0	0	0	0	0
ENSMUSG00000082244	2	3	2	5	8	7	4	5
ENSMUSG00000082245	38	10	18	38	56	51	17	48
ENSMUSG00000082246	0	1	0	0	0	0	1	0
ENSMUSG00000082247	2	1	0	2	1	6	5	2
ENSMUSG00000082248	3	3	0	12	0	4	0	3
ENSMUSG00000082249	0	0	0	0	0	0	0	0
ENSMUSG00000082250	20	18	11	40	55	59	32	35
ENSMUSG00000082251	0	0	0	0	0	0	0	0
ENSMUSG00000082252	0	0	4	0	0	0	0	0
ENSMUSG00000082253	6	5	4	6	6	4	3	4
ENSMUSG00000082254	0	0	0	0	2	0	1	0
ENSMUSG00000082255	0	1	1	3	1	0	0	0
ENSMUSG00000082256	0	0	0	0	0	0	0	0
ENSMUSG00000082257	0	0	0	0	0	0	1	1
ENSMUSG00000082258	12	5	2	3	0	0	0	0
ENSMUSG00000082259	0	0	0	0	0	0	0	0
ENSMUSG00000082260	0	3	0	0	0	0	0	0
ENSMUSG00000082261	0	0	0	0	0	0	0	0
ENSMUSG00000082262	0	0	1	0	0	1	1	1
ENSMUSG00000082263	0	0	0	0	0	0	0	0
ENSMUSG00000082264	0	0	0	2	4	0	0	0
ENSMUSG00000082265	0	1	0	0	0	0	0	0
ENSMUSG00000082266	0	0	0	0	0	0	0	0
ENSMUSG00000082267	0	4	2	1	3	2	3	2
ENSMUSG00000082268	0	0	0	0	0	0	0	0
ENSMUSG00000082269	0	0	0	0	0	0	0	0
ENSMUSG00000082270	0	0	0	0	0	0	0	0
ENSMUSG00000082271	10	5	5	6	6	6	3	6
ENSMUSG00000082272	4	2	2	0	0	6	4	4
ENSMUSG00000082273	0	0	0	0	0	0	1	0
ENSMUSG00000082274	27	0	4	25	41	20	29	34
ENSMUSG00000082275	0	0	0	0	0	0	0	0
ENSMUSG00000082276	0	0	0	0	0	0	0	1
ENSMUSG00000082277	13	22	2	6	6	5	6	6
ENSMUSG00000082278	0	0	0	0	0	0	0	0
ENSMUSG00000082279	7	3	2	6	5	4	1	1
ENSMUSG00000082280	0	0	0	0	0	0	2	2
ENSMUSG00000082281	1	0	0	0	0	0	0	0
ENSMUSG00000082283	5	16	7	16	2	10	3	4
ENSMUSG00000082284	20	11	17	8	15	8	4	4
ENSMUSG00000082285	0	0	0	0	0	0	0	0
ENSMUSG00000082286	677	305	306	527	694	446	323	334
ENSMUSG00000082287	1	0	0	0	0	4	0	0
ENSMUSG00000082288	11	5	11	17	21	25	40	47
ENSMUSG00000082289	3	0	0	1	0	4	2	0
ENSMUSG00000082291	0	0	0	0	0	0	0	0
ENSMUSG00000082292	6	17	31	30	4	3	12	0
ENSMUSG00000082294	0	0	0	0	0	0	0	0
ENSMUSG00000082295	0	0	0	0	0	0	0	0
ENSMUSG00000082296	2	5	0	2	1	0	0	0
ENSMUSG00000082297	0	6	2	8	5	7	5	0
ENSMUSG00000082301	1	0	0	0	2	1	1	0
ENSMUSG00000082302	1	0	0	1	0	0	0	2
ENSMUSG00000082303	0	0	0	0	0	0	0	0
ENSMUSG00000082304	0	0	0	0	0	0	0	1
ENSMUSG00000082305	18	4	7	18	20	14	21	15
ENSMUSG00000082306	0	0	0	0	0	0	0	0
ENSMUSG00000082307	0	0	0	0	0	0	0	0
ENSMUSG00000082308	7	5	0	0	0	0	0	0
ENSMUSG00000082309	0	1	0	0	0	0	0	0
ENSMUSG00000082310	1	1	0	0	1	0	0	0
ENSMUSG00000082311	0	0	0	2	0	0	2	1
ENSMUSG00000082312	0	0	1	0	0	0	0	1
ENSMUSG00000082313	0	0	1	0	3	1	2	0
ENSMUSG00000082314	2	0	0	0	0	0	0	0
ENSMUSG00000082315	3	1	0	1	1	1	0	0
ENSMUSG00000082316	0	0	0	0	0	0	0	0
ENSMUSG00000082317	110	78	113	117	99	140	119	87
ENSMUSG00000082318	2	0	0	0	0	2	0	0
ENSMUSG00000082319	246	92	93	138	247	205	230	179
ENSMUSG00000082320	2	5	0	2	2	4	4	2
ENSMUSG00000082321	26	19	0	37	14	31	11	18
ENSMUSG00000082322	0	0	3	4	0	3	1	1
ENSMUSG00000082323	0	0	0	0	1	0	0	0
ENSMUSG00000082324	0	0	0	0	0	0	1	0
ENSMUSG00000082325	6	4	1	6	3	8	9	3
ENSMUSG00000082326	0	0	0	0	0	0	0	0
ENSMUSG00000082327	0	0	0	0	0	0	0	0
ENSMUSG00000082328	0	0	0	0	0	0	0	0
ENSMUSG00000082329	0	0	0	4	0	6	0	0
ENSMUSG00000082330	2	0	0	0	0	0	6	0
ENSMUSG00000082331	0	0	0	0	0	0	0	0
ENSMUSG00000082332	1	0	0	0	0	0	0	0
ENSMUSG00000082333	0	0	0	0	0	1	0	0
ENSMUSG00000082334	0	0	3	0	0	9	0	0
ENSMUSG00000082336	0	7	0	2	7	7	2	7
ENSMUSG00000082337	0	0	0	0	0	0	0	0
ENSMUSG00000082338	0	0	0	0	0	0	0	0
ENSMUSG00000082339	0	0	0	0	0	0	1	0
ENSMUSG00000082340	0	0	0	0	0	0	0	0
ENSMUSG00000082341	0	1	0	0	0	0	0	1
ENSMUSG00000082342	0	2	1	1	1	5	2	0
ENSMUSG00000082343	0	0	0	0	0	0	0	0
ENSMUSG00000082344	0	0	0	0	0	0	0	0
ENSMUSG00000082345	4	3	1	1	4	5	2	4
ENSMUSG00000082346	0	0	0	0	0	0	0	0
ENSMUSG00000082347	0	0	0	0	0	0	0	0
ENSMUSG00000082348	12	8	3	8	0	6	3	0
ENSMUSG00000082349	0	0	0	1	0	4	4	0
ENSMUSG00000082350	0	3	0	4	1	0	2	1
ENSMUSG00000082351	0	0	0	0	0	0	0	0
ENSMUSG00000082352	0	0	0	0	1	0	1	0
ENSMUSG00000082353	0	0	0	0	0	0	0	0
ENSMUSG00000082354	0	1	5	0	0	0	0	0
ENSMUSG00000082356	0	0	2	0	0	1	1	1
ENSMUSG00000082357	0	1	1	0	0	0	0	0
ENSMUSG00000082358	0	0	0	0	0	0	0	0
ENSMUSG00000082359	0	0	0	0	0	0	0	0
ENSMUSG00000082360	0	3	4	3	0	2	0	1
ENSMUSG00000082361	25	32	43	36	59	127	84	49
ENSMUSG00000082362	4	3	6	2	3	4	2	0
ENSMUSG00000082363	0	0	0	0	0	0	0	0
ENSMUSG00000082364	0	0	0	0	0	0	0	0
ENSMUSG00000082365	0	0	0	0	0	1	0	0
ENSMUSG00000082367	0	0	0	0	0	0	0	0
ENSMUSG00000082368	1276	2809	2872	2616	3033	1229	2470	1016
ENSMUSG00000082369	0	0	0	0	0	0	0	0
ENSMUSG00000082370	0	0	0	0	0	0	0	0
ENSMUSG00000082371	3	0	0	1	0	2	1	0
ENSMUSG00000082372	2	0	0	0	0	0	0	0
ENSMUSG00000082373	0	0	0	0	0	0	0	0
ENSMUSG00000082374	0	3	5	6	0	3	1	1
ENSMUSG00000082375	0	1	0	1	2	2	3	3
ENSMUSG00000082376	10	0	1	8	16	4	2	6
ENSMUSG00000082377	0	0	0	2	0	0	2	4
ENSMUSG00000082378	0	0	0	0	0	0	0	0
ENSMUSG00000082379	1	0	0	0	0	3	0	2
ENSMUSG00000082380	1	0	0	2	0	0	0	0
ENSMUSG00000082381	0	0	0	0	0	0	1	0
ENSMUSG00000082382	0	0	3	0	0	0	0	0
ENSMUSG00000082383	8	6	3	1	0	2	0	1
ENSMUSG00000082384	2	1	1	0	1	1	0	1
ENSMUSG00000082387	0	0	0	3	2	5	3	4
ENSMUSG00000082388	0	0	0	0	0	0	0	0
ENSMUSG00000082389	4	1	0	1	0	0	3	1
ENSMUSG00000082390	0	0	0	1	0	1	0	0
ENSMUSG00000082392	0	0	0	0	0	0	0	0
ENSMUSG00000082393	0	6	3	1	0	0	0	0
ENSMUSG00000082394	2	2	9	2	4	5	8	2
ENSMUSG00000082395	0	0	4	1	0	0	1	0
ENSMUSG00000082396	4	8	0	2	12	11	0	9
ENSMUSG00000082397	0	0	0	0	0	0	0	0
ENSMUSG00000082398	4	8	5	1	0	3	1	3
ENSMUSG00000082399	0	0	0	0	0	0	0	0
ENSMUSG00000082400	0	0	0	0	0	0	0	0
ENSMUSG00000082402	1	0	0	0	0	0	0	0
ENSMUSG00000082403	0	0	0	0	0	0	0	0
ENSMUSG00000082404	0	0	0	0	0	0	0	0
ENSMUSG00000082405	0	1	0	0	0	0	0	0
ENSMUSG00000082406	0	0	0	0	1	0	0	0
ENSMUSG00000082407	0	0	0	0	0	0	0	0
ENSMUSG00000082408	0	0	0	0	0	0	0	0
ENSMUSG00000082410	2	3	1	1	1	2	0	1
ENSMUSG00000082411	0	0	0	0	0	0	0	0
ENSMUSG00000082412	0	0	0	0	0	0	0	0
ENSMUSG00000082413	0	0	0	0	0	0	0	0
ENSMUSG00000082414	0	0	0	0	0	0	2	0
ENSMUSG00000082415	2	2	2	2	0	0	0	2
ENSMUSG00000082416	0	0	0	0	0	0	0	0
ENSMUSG00000082417	0	3	2	0	0	0	2	2
ENSMUSG00000082418	2	0	0	2	2	0	0	0
ENSMUSG00000082419	0	0	0	15	4	3	0	0
ENSMUSG00000082420	166	76	58	90	79	122	69	107
ENSMUSG00000082421	0	0	0	0	0	0	0	0
ENSMUSG00000082422	0	0	0	0	0	0	0	0
ENSMUSG00000082423	0	4	6	2	10	0	2	5
ENSMUSG00000082424	22	0	15	0	5	38	13	12
ENSMUSG00000082426	0	0	1	3	4	0	2	1
ENSMUSG00000082427	0	0	0	0	0	0	0	0
ENSMUSG00000082428	0	0	0	0	0	0	0	0
ENSMUSG00000082429	0	1	3	2	1	1	1	0
ENSMUSG00000082430	0	0	0	0	0	0	0	0
ENSMUSG00000082431	78	46	49	9	34	24	64	33
ENSMUSG00000082432	1	3	3	2	7	3	6	4
ENSMUSG00000082433	2	0	5	0	0	3	0	2
ENSMUSG00000082435	1	1	0	0	0	0	0	0
ENSMUSG00000082436	0	3	0	3	0	0	0	0
ENSMUSG00000082437	0	0	0	0	0	0	0	0
ENSMUSG00000082440	0	0	0	0	0	0	0	0
ENSMUSG00000082442	0	0	0	0	0	0	1	0
ENSMUSG00000082443	0	0	0	0	0	0	0	0
ENSMUSG00000082444	0	0	0	0	0	0	0	0
ENSMUSG00000082446	1	0	0	0	0	0	3	1
ENSMUSG00000082447	0	0	0	0	0	0	0	0
ENSMUSG00000082448	0	0	0	0	0	0	1	0
ENSMUSG00000082449	0	0	0	0	0	0	0	0
ENSMUSG00000082450	0	0	0	0	0	0	0	0
ENSMUSG00000082451	0	0	0	0	0	0	0	0
ENSMUSG00000082453	1	0	0	3	1	0	2	0
ENSMUSG00000082454	42	12	21	39	13	24	15	14
ENSMUSG00000082455	4	5	4	6	6	9	8	10
ENSMUSG00000082456	1	4	6	0	1	6	6	1
ENSMUSG00000082457	0	2	0	3	0	0	0	3
ENSMUSG00000082458	0	0	0	0	0	0	0	0
ENSMUSG00000082459	0	0	0	0	0	0	0	0
ENSMUSG00000082460	0	0	2	3	0	0	2	0
ENSMUSG00000082461	2	1	0	3	0	1	2	1
ENSMUSG00000082462	0	0	0	0	0	0	0	0
ENSMUSG00000082463	0	0	0	0	0	0	0	0
ENSMUSG00000082464	14	0	4	0	7	4	0	0
ENSMUSG00000082465	0	4	0	21	8	0	0	0
ENSMUSG00000082466	0	0	0	0	0	0	0	0
ENSMUSG00000082467	9	1	0	2	2	0	0	4
ENSMUSG00000082468	0	0	0	0	0	0	0	0
ENSMUSG00000082469	8	2	3	2	3	1	5	2
ENSMUSG00000082472	0	0	0	1	0	0	0	1
ENSMUSG00000082473	2	0	0	0	0	0	0	0
ENSMUSG00000082474	0	2	2	0	0	7	6	0
ENSMUSG00000082475	1129	1177	1122	1007	676	1520	968	819
ENSMUSG00000082476	0	0	1	0	1	2	3	0
ENSMUSG00000082478	0	1	1	0	0	1	0	0
ENSMUSG00000082479	0	0	0	0	0	0	0	0
ENSMUSG00000082480	0	0	0	2	0	9	0	2
ENSMUSG00000082481	0	0	0	0	1	1	0	0
ENSMUSG00000082482	0	0	0	0	0	0	0	0
ENSMUSG00000082483	0	0	1	0	0	3	0	0
ENSMUSG00000082484	2	1	0	0	1	2	0	2
ENSMUSG00000082485	1	1	0	0	0	0	0	0
ENSMUSG00000082486	1	0	0	0	0	0	0	0
ENSMUSG00000082487	0	0	0	0	0	0	0	1
ENSMUSG00000082488	0	0	0	0	0	0	0	0
ENSMUSG00000082489	0	0	0	0	0	0	0	0
ENSMUSG00000082490	0	0	0	0	0	0	0	0
ENSMUSG00000082491	0	0	0	0	4	18	0	0
ENSMUSG00000082492	0	0	0	0	0	0	0	0
ENSMUSG00000082494	1	0	2	1	0	2	0	2
ENSMUSG00000082495	1	1	0	0	2	0	0	1
ENSMUSG00000082496	2	0	0	0	4	4	0	0
ENSMUSG00000082497	0	0	0	0	0	0	0	0
ENSMUSG00000082498	0	1	0	0	0	0	3	0
ENSMUSG00000082499	3	3	1	9	7	2	2	4
ENSMUSG00000082500	1	0	0	0	0	0	0	0
ENSMUSG00000082501	0	0	0	0	0	0	0	0
ENSMUSG00000082502	0	0	0	0	0	0	0	0
ENSMUSG00000082503	1	0	0	0	0	1	0	0
ENSMUSG00000082504	0	0	0	0	0	0	0	0
ENSMUSG00000082505	0	0	0	0	0	0	0	0
ENSMUSG00000082507	0	0	0	1	3	4	1	0
ENSMUSG00000082508	1	5	0	0	5	7	0	1
ENSMUSG00000082509	15	6	13	12	5	20	3	8
ENSMUSG00000082510	1	0	0	0	0	0	2	0
ENSMUSG00000082511	6	2	6	4	0	0	0	1
ENSMUSG00000082512	0	0	0	0	0	0	0	0
ENSMUSG00000082513	0	0	0	0	0	0	0	0
ENSMUSG00000082514	10	3	7	4	7	16	7	7
ENSMUSG00000082515	0	2	0	1	4	3	0	0
ENSMUSG00000082516	165	311	204	136	149	338	307	170
ENSMUSG00000082517	0	0	0	0	0	0	0	0
ENSMUSG00000082519	1	0	0	0	0	0	0	0
ENSMUSG00000082520	6	0	0	6	3	5	8	0
ENSMUSG00000082523	0	0	0	0	0	0	0	0
ENSMUSG00000082524	0	1	0	1	1	1	2	0
ENSMUSG00000082526	0	0	0	0	0	0	0	0
ENSMUSG00000082527	5	2	0	2	0	0	0	0
ENSMUSG00000082528	2	0	0	6	3	0	2	0
ENSMUSG00000082529	0	0	0	0	0	0	0	0
ENSMUSG00000082530	421	714	324	391	449	431	339	301
ENSMUSG00000082531	0	0	0	0	0	0	0	0
ENSMUSG00000082532	2	0	2	0	0	2	0	3
ENSMUSG00000082533	0	0	0	0	0	0	0	0
ENSMUSG00000082534	36	13	14	18	11	54	35	26
ENSMUSG00000082535	1	0	0	0	0	1	0	1
ENSMUSG00000082536	3095	1736	1967	2091	3283	6836	3579	2027
ENSMUSG00000082537	0	0	0	0	0	0	0	0
ENSMUSG00000082538	0	0	0	0	0	0	0	0
ENSMUSG00000082539	0	0	0	0	0	0	0	0
ENSMUSG00000082540	0	0	0	0	0	0	0	0
ENSMUSG00000082541	0	1	0	0	0	0	0	0
ENSMUSG00000082542	4	2	2	2	3	1	1	0
ENSMUSG00000082543	0	0	0	2	0	1	0	0
ENSMUSG00000082544	0	0	0	0	0	0	0	2
ENSMUSG00000082545	1	0	1	2	0	1	0	0
ENSMUSG00000082546	0	0	0	0	0	0	0	0
ENSMUSG00000082547	0	0	0	0	0	0	0	0
ENSMUSG00000082548	0	0	0	0	0	0	0	0
ENSMUSG00000082549	0	0	1	1	0	0	0	1
ENSMUSG00000082550	0	0	0	0	0	0	2	0
ENSMUSG00000082551	50	34	12	32	65	79	65	49
ENSMUSG00000082552	0	1	2	0	0	0	0	0
ENSMUSG00000082553	0	0	0	0	0	0	0	0
ENSMUSG00000082554	0	1	3	0	0	0	0	0
ENSMUSG00000082555	0	0	0	0	0	0	0	0
ENSMUSG00000082556	0	0	0	0	1	0	0	0
ENSMUSG00000082557	1	3	0	3	3	1	2	2
ENSMUSG00000082558	0	0	0	0	0	0	0	0
ENSMUSG00000082559	0	0	0	0	0	0	0	0
ENSMUSG00000082560	0	2	0	0	0	1	0	1
ENSMUSG00000082561	1	1	0	0	0	0	0	0
ENSMUSG00000082562	0	0	0	0	0	0	1	0
ENSMUSG00000082563	0	0	1	0	0	0	0	0
ENSMUSG00000082564	0	0	0	0	0	0	0	0
ENSMUSG00000082565	0	0	0	0	0	0	0	0
ENSMUSG00000082566	0	0	0	0	0	0	0	0
ENSMUSG00000082567	0	0	0	0	0	0	0	0
ENSMUSG00000082568	29	23	6	27	32	17	19	30
ENSMUSG00000082569	0	0	0	0	0	0	0	1
ENSMUSG00000082570	0	0	1	0	1	0	0	0
ENSMUSG00000082571	0	0	0	2	0	1	2	0
ENSMUSG00000082573	0	0	0	0	0	0	0	0
ENSMUSG00000082574	0	0	0	0	0	0	0	0
ENSMUSG00000082575	14	3	7	18	5	14	5	10
ENSMUSG00000082576	1	0	0	0	6	0	2	0
ENSMUSG00000082577	0	0	0	0	0	0	0	0
ENSMUSG00000082578	0	0	1	0	0	0	1	0
ENSMUSG00000082579	0	0	0	0	0	0	0	0
ENSMUSG00000082580	8	0	0	0	0	0	0	0
ENSMUSG00000082581	0	0	0	0	0	0	0	0
ENSMUSG00000082583	0	0	0	0	0	0	0	0
ENSMUSG00000082584	0	0	0	0	0	0	0	0
ENSMUSG00000082585	5293	6541	4443	5090	4831	5211	3388	3899
ENSMUSG00000082586	0	0	0	0	0	0	0	0
ENSMUSG00000082587	1	2	0	0	0	0	0	0
ENSMUSG00000082588	155	81	104	188	156	195	128	102
ENSMUSG00000082589	0	0	0	0	0	0	0	0
ENSMUSG00000082590	0	0	0	0	0	0	0	0
ENSMUSG00000082591	5	0	0	0	0	0	0	1
ENSMUSG00000082592	0	0	0	0	0	0	0	0
ENSMUSG00000082593	15	17	9	7	6	12	6	9
ENSMUSG00000082594	4	4	2	4	2	2	2	0
ENSMUSG00000082595	0	0	0	0	0	0	0	0
ENSMUSG00000082596	9	17	5	1	3	1	1	0
ENSMUSG00000082597	0	0	0	0	0	0	0	0
ENSMUSG00000082598	0	0	0	0	0	0	0	0
ENSMUSG00000082599	0	0	0	0	0	0	1	0
ENSMUSG00000082600	0	0	0	0	0	0	0	0
ENSMUSG00000082601	0	0	0	0	0	0	0	0
ENSMUSG00000082602	0	0	5	0	0	0	1	0
ENSMUSG00000082604	3	3	1	3	0	2	0	0
ENSMUSG00000082605	0	0	1	0	0	0	0	0
ENSMUSG00000082606	0	0	0	0	0	0	0	0
ENSMUSG00000082607	0	0	0	0	0	0	1	1
ENSMUSG00000082608	2	3	0	1	0	0	0	1
ENSMUSG00000082609	7	11	0	11	0	2	1	2
ENSMUSG00000082610	2	2	2	0	0	2	2	0
ENSMUSG00000082611	2	0	0	2	0	0	0	0
ENSMUSG00000082612	0	0	0	0	0	0	0	0
ENSMUSG00000082613	0	0	0	0	0	0	0	0
ENSMUSG00000082614	0	0	0	0	0	0	0	0
ENSMUSG00000082615	1	0	1	0	0	0	0	1
ENSMUSG00000082616	2	2	0	2	0	0	0	0
ENSMUSG00000082617	1	0	0	2	0	0	2	0
ENSMUSG00000082618	0	0	0	0	0	0	0	0
ENSMUSG00000082619	0	0	1	0	0	0	0	0
ENSMUSG00000082620	0	0	0	0	0	0	0	0
ENSMUSG00000082621	0	0	0	0	0	1	0	0
ENSMUSG00000082622	0	0	0	1	0	0	1	0
ENSMUSG00000082623	0	0	0	0	1	0	0	0
ENSMUSG00000082624	1	0	1	0	0	0	0	0
ENSMUSG00000082625	3	4	0	1	1	0	1	0
